year,country,co2,co2_per_capita,trade_co2,coal_co2,cement_co2,oil_co2,gas_co2,gas_co2_per_capita,co2_growth_prct,share_global_co2
1948,Bahrain,4.576,40.09,,,,4.576,,,15.86,0.08
1949,Bahrain,4.609,40.269,,,,4.609,,,0.72,0.09
1950,Bahrain,1.381,11.948,,,,1.381,,,-70.03,0.02
1951,Bahrain,1.176,10.067,,,,1.176,,,-14.85,0.02
1952,Bahrain,1.286,10.754,,,,1.286,,,9.35,0.02
1953,Bahrain,0.997,8.07,,,,0.997,,,-22.51,0.01
1954,Bahrain,1.044,8.142,,,,1.044,,,4.78,0.02
1955,Bahrain,1.403,10.505,,,,1.403,,,34.39,0.02
1956,Bahrain,1.055,7.577,,,,1.055,,,-24.8,0.01
1957,Bahrain,0.755,5.202,,,,0.755,,,-28.47,0.01
1958,Bahrain,1.29,8.542,,,,1.29,,,70.87,0.02
1959,Bahrain,1.312,8.367,,,,1.312,,,1.7,0.01
1960,Bahrain,0.575,3.542,,,,0.575,,,-56.15,0.01
1961,Bahrain,1.77,10.54,,,,1.77,,,207.64,0.02
1962,Bahrain,1.59,9.184,,,,1.59,,,-10.14,0.02
1963,Bahrain,1.194,6.705,,,,1.099,0.095,0.535,-24.88,0.01
1964,Bahrain,1.598,8.735,,,,1.502,0.095,0.522,33.74,0.01
1965,Bahrain,1.227,6.549,,,,1.132,0.095,0.508,-23.17,0.01
1966,Bahrain,0.649,3.382,,,,0.535,0.114,0.592,-47.16,0.01
1967,Bahrain,1.004,5.121,,,,0.89,0.114,0.579,54.8,0.01
1968,Bahrain,1.103,5.496,,,,0.586,0.517,2.575,9.85,0.01
1969,Bahrain,1.271,6.171,,,,0.678,0.594,2.881,15.28,0.01
1970,Bahrain,2.59,12.184,,,,1.919,0.671,3.158,103.75,0.02
1971,Bahrain,3.037,13.787,,0.037,,2.023,0.978,4.44,17.26,0.02
1972,Bahrain,3.679,16.053,,,,1.51,2.169,9.466,21.11,0.02
1973,Bahrain,5.518,23.037,,0.037,,2.407,3.074,12.834,50.0,0.03
1974,Bahrain,5.401,21.439,,,,1.611,3.79,15.044,-2.12,0.03
1975,Bahrain,5.749,21.568,,,,1.759,3.99,14.97,6.45,0.03
1976,Bahrain,6.57,23.153,,,,2.389,4.181,14.734,14.28,0.04
1977,Bahrain,7.464,24.618,,,,2.924,4.54,14.974,13.61,0.04
1978,Bahrain,7.76,23.991,,,,2.776,4.984,15.409,3.98,0.04
1979,Bahrain,8.127,23.707,,0.081,,2.655,5.391,15.726,4.72,0.04
1980,Bahrain,7.881,21.899,,,,2.286,5.595,15.546,-3.02,0.04
1981,Bahrain,8.519,22.77,,,,2.873,5.646,15.092,8.09,0.04
1982,Bahrain,9.831,25.471,,,,3.62,6.21,16.091,15.4,0.05
1983,Bahrain,8.222,20.739,,,,1.663,6.559,16.543,-16.36,0.04
1984,Bahrain,9.2,22.592,,,,2.393,6.808,16.717,11.9,0.05
1985,Bahrain,10.186,24.285,,,,1.946,8.24,19.647,10.71,0.05
1986,Bahrain,11.003,25.383,,,,1.627,9.376,21.63,8.02,0.05
1987,Bahrain,11.421,25.437,,,,2.436,8.985,20.012,3.8,0.05
1988,Bahrain,12.143,26.102,,,0.066,2.478,9.599,20.634,6.32,0.05
1989,Bahrain,11.717,24.355,,,0.065,1.649,10.003,20.792,-3.51,0.05
1990,Bahrain,12.406,25.015,-0.805,,0.062,1.891,10.453,21.078,5.88,0.05
1991,Bahrain,11.857,23.259,0.06,,0.062,1.858,9.937,19.493,-4.43,0.05
1992,Bahrain,10.874,20.788,0.562,,0.09,0.843,9.94,19.003,-8.29,0.05
1993,Bahrain,14.609,27.244,-0.594,,0.092,2.008,12.509,23.328,34.35,0.06
1994,Bahrain,14.754,26.846,-0.322,,0.091,2.411,12.252,22.294,1.0,0.06
1995,Bahrain,14.786,26.231,-0.47,,0.079,1.663,13.044,23.14,0.22,0.06
1996,Bahrain,15.59,26.942,-1.004,,0.077,2.062,13.451,23.245,5.43,0.06
1997,Bahrain,17.289,29.06,-2.981,,0.068,2.727,14.494,24.363,10.9,0.07
1998,Bahrain,18.366,29.927,-2.227,,0.09,3.001,15.275,24.89,6.23,0.08
1999,Bahrain,17.989,28.26,-8.226,,0.061,2.099,15.828,24.866,-2.06,0.07
2000,Bahrain,18.794,28.278,-6.187,,0.034,2.616,16.144,24.29,4.48,0.07
2001,Bahrain,14.078,20.182,-2.935,,0.034,2.096,11.948,17.129,-25.09,0.06
2002,Bahrain,15.868,21.585,-3.718,,0.025,3.261,12.582,17.115,12.72,0.06
2003,Bahrain,16.769,21.535,-5.484,,0.047,3.745,12.977,16.665,5.68,0.06
2004,Bahrain,17.884,21.55,-6.839,,0.142,4.247,13.495,16.262,6.64,0.06
2005,Bahrain,19.804,22.273,-6.93,,0.139,5.371,14.293,16.075,10.74,0.07
2006,Bahrain,19.421,20.264,-8.361,,0.141,3.734,15.546,16.221,-1.93,0.06
2007,Bahrain,26.771,25.843,-11.965,,0.145,5.76,20.866,20.143,37.85,0.09
2008,Bahrain,29.681,26.628,-12.96,,0.157,6.555,22.97,20.607,10.87,0.09
2009,Bahrain,28.098,23.71,-9.659,,0.252,3.671,24.175,20.4,-5.33,0.09
2010,Bahrain,29.075,23.432,-9.6,,0.43,4.114,24.531,19.769,3.48,0.09
2011,Bahrain,28.468,22.272,-14.01,,0.46,3.723,24.285,19.0,-2.09,0.08
2012,Bahrain,27.019,20.785,-14.515,,0.469,2.158,24.392,18.764,-5.09,0.08
2013,Bahrain,31.0,23.573,-17.54,,0.453,4.367,26.179,19.908,14.73,0.09
2014,Bahrain,30.818,23.066,-16.265,,0.454,2.012,28.352,21.22,-0.59,0.09
2015,Bahrain,32.47,23.669,-15.359,,0.454,3.778,28.238,20.584,5.36,0.09
2016,Bahrain,31.373,22.004,-13.296,,0.489,3.712,27.172,19.058,-3.38,0.09
2017,Bahrain,32.591,21.814,-14.081,,0.524,4.078,27.989,18.734,3.88,0.09
2018,Bahrain,32.61,20.778,-14.421,,0.524,3.679,28.407,18.1,0.06,0.09
2019,Bahrain,34.439,20.984,-15.485,,0.524,3.715,30.2,18.402,5.61,0.09
2020,Bahrain,34.96,20.546,,,0.524,3.606,30.83,18.118,1.51,0.1
1946,Bangladesh,0.117,0.003,,0.117,,,,,,0.0
1947,Bangladesh,0.121,0.003,,0.086,,0.036,,,3.41,0.0
1948,Bangladesh,0.134,0.004,,0.079,0.002,0.053,,,10.37,0.0
1949,Bangladesh,0.19,0.005,,0.092,0.002,0.096,,,41.88,0.0
1950,Bangladesh,0.993,0.026,,0.498,0.002,0.493,,,422.03,0.02
1951,Bangladesh,1.226,0.032,,0.654,0.002,0.57,,,23.49,0.02
1952,Bangladesh,1.295,0.033,,0.67,0.002,0.623,,,5.61,0.02
1953,Bangladesh,1.318,0.033,,0.609,0.003,0.706,,,1.77,0.02
1954,Bangladesh,1.339,0.032,,0.547,0.003,0.788,,,1.57,0.02
1955,Bangladesh,1.379,0.033,,0.517,0.003,0.851,0.008,0.0,3.04,0.02
1956,Bangladesh,1.634,0.038,,0.66,0.003,0.93,0.041,0.001,18.49,0.02
1957,Bangladesh,1.689,0.038,,0.607,0.005,1.016,0.061,0.001,3.33,0.02
1958,Bangladesh,1.896,0.042,,0.655,0.005,1.162,0.075,0.002,12.28,0.02
1959,Bangladesh,1.84,0.039,,0.539,0.004,1.209,0.088,0.002,-2.96,0.02
1960,Bangladesh,2.212,0.046,,0.726,0.005,1.35,0.131,0.003,20.21,0.02
1961,Bangladesh,2.29,0.046,,0.715,0.005,1.411,0.159,0.003,3.55,0.02
1962,Bangladesh,2.517,0.05,,0.763,0.006,1.551,0.197,0.004,9.88,0.03
1963,Bangladesh,2.893,0.055,,0.815,0.006,1.828,0.244,0.005,14.96,0.03
1964,Bangladesh,2.975,0.055,,0.8,0.006,1.859,0.309,0.006,2.81,0.03
1965,Bangladesh,3.121,0.056,,0.753,0.007,1.997,0.364,0.007,4.93,0.03
1966,Bangladesh,3.176,0.056,,0.644,0.007,2.119,0.407,0.007,1.76,0.03
1967,Bangladesh,3.371,0.057,,0.633,0.008,2.255,0.475,0.008,6.13,0.03
1968,Bangladesh,3.866,0.064,,0.682,0.01,2.644,0.529,0.009,14.67,0.03
1969,Bangladesh,3.749,0.06,,0.65,0.011,2.415,0.673,0.011,-3.01,0.03
1970,Bangladesh,3.803,0.059,,0.615,0.011,2.617,0.56,0.009,1.44,0.03
1971,Bangladesh,3.606,0.055,,0.552,0.011,2.447,0.596,0.009,-5.19,0.02
1972,Bangladesh,3.506,0.053,,0.355,0.01,2.426,0.714,0.011,-2.77,0.02
1973,Bangladesh,4.55,0.067,,0.462,0.014,2.931,1.143,0.017,29.77,0.03
1974,Bangladesh,4.653,0.068,,0.411,0.04,2.82,1.382,0.02,2.27,0.03
1975,Bangladesh,4.857,0.069,,0.473,0.075,3.345,0.964,0.014,4.38,0.03
1976,Bangladesh,5.556,0.078,,0.447,0.067,3.63,1.412,0.02,14.39,0.03
1977,Bangladesh,5.785,0.079,,0.502,0.131,3.572,1.579,0.022,4.12,0.03
1978,Bangladesh,5.984,0.079,,0.421,0.14,3.748,1.674,0.022,3.45,0.03
1979,Bangladesh,6.613,0.085,,0.359,0.131,4.206,1.916,0.025,10.5,0.03
1980,Bangladesh,7.597,0.095,,0.447,0.134,4.801,2.216,0.028,14.89,0.04
1981,Bangladesh,7.886,0.096,,0.465,0.133,4.847,2.44,0.03,3.8,0.04
1982,Bangladesh,8.552,0.102,,0.568,0.121,4.699,3.164,0.038,8.45,0.05
1983,Bangladesh,8.188,0.095,,0.304,0.113,4.25,3.521,0.041,-4.26,0.04
1984,Bangladesh,9.077,0.103,,0.117,0.097,4.397,4.466,0.05,10.86,0.05
1985,Bangladesh,10.189,0.112,,0.187,0.084,4.835,5.084,0.056,12.25,0.05
1986,Bangladesh,11.406,0.122,,0.282,0.099,5.291,5.734,0.062,11.94,0.06
1987,Bangladesh,11.8,0.123,,0.443,0.101,5.327,5.928,0.062,3.45,0.06
1988,Bangladesh,13.478,0.137,,0.381,0.098,6.002,6.998,0.071,14.23,0.06
1989,Bangladesh,13.382,0.133,,0.103,0.097,5.767,7.416,0.074,-0.71,0.06
1990,Bangladesh,14.082,0.136,4.012,1.07,0.1,5.337,7.575,0.073,5.23,0.06
1991,Bangladesh,14.742,0.14,4.428,0.341,0.079,5.265,9.057,0.086,4.69,0.06
1992,Bangladesh,15.38,0.142,5.121,0.322,0.075,5.375,9.607,0.089,4.33,0.07
1993,Bangladesh,16.063,0.146,4.727,0.121,0.073,5.478,10.391,0.094,4.44,0.07
1994,Bangladesh,17.538,0.156,5.417,0.099,0.072,5.893,11.474,0.102,9.18,0.08
1995,Bangladesh,21.042,0.183,5.052,1.22,0.069,6.723,13.029,0.113,19.98,0.09
1996,Bangladesh,21.493,0.183,5.517,0.678,0.154,7.163,13.498,0.115,2.14,0.09
1997,Bangladesh,23.126,0.192,5.759,1.227,0.229,8.408,13.262,0.11,7.6,0.1
1998,Bangladesh,23.198,0.189,5.579,0.352,0.269,8.253,14.325,0.117,0.31,0.1
1999,Bangladesh,25.075,0.2,4.838,0.176,0.431,8.852,15.616,0.125,8.09,0.1
2000,Bangladesh,26.525,0.208,6.173,1.253,0.704,7.687,16.88,0.132,5.78,0.11
2001,Bangladesh,31.035,0.239,9.269,1.33,0.935,9.867,18.903,0.145,17.0,0.12
2002,Bangladesh,31.981,0.241,5.442,1.33,0.885,9.881,19.886,0.15,3.05,0.12
2003,Bangladesh,33.459,0.248,12.599,1.367,0.835,9.867,21.39,0.159,4.62,0.12
2004,Bangladesh,35.945,0.262,11.66,1.451,0.785,10.621,23.088,0.168,7.43,0.13
2005,Bangladesh,37.677,0.271,11.268,1.605,0.751,10.599,24.722,0.178,4.82,0.13
2006,Bangladesh,41.689,0.296,10.53,1.81,0.7,10.922,28.257,0.2,10.65,0.14
2007,Bangladesh,42.642,0.299,13.287,2.209,0.682,10.171,29.579,0.207,2.29,0.14
2008,Bangladesh,45.301,0.314,11.668,2.47,0.699,9.907,32.225,0.223,6.24,0.14
2009,Bangladesh,49.148,0.337,13.007,3.015,0.699,9.992,35.442,0.243,8.49,0.16
2010,Bangladesh,53.992,0.366,16.532,3.074,0.68,10.841,39.397,0.267,9.85,0.16
2011,Bangladesh,56.556,0.379,18.799,2.836,0.695,13.399,39.626,0.266,4.75,0.16
2012,Bangladesh,60.691,0.402,17.686,3.422,0.675,14.88,41.715,0.276,7.31,0.17
2013,Bangladesh,61.782,0.404,23.409,3.748,0.743,13.959,43.332,0.284,1.8,0.18
2014,Bangladesh,65.979,0.427,22.886,3.507,0.752,15.785,45.934,0.297,6.79,0.19
2015,Bangladesh,73.277,0.469,21.255,8.607,1.239,14.689,48.742,0.312,11.06,0.21
2016,Bangladesh,76.477,0.484,20.314,6.075,1.416,15.436,53.549,0.339,4.37,0.22
2017,Bangladesh,80.944,0.507,20.979,7.152,1.416,18.708,53.667,0.336,5.84,0.23
2018,Bangladesh,82.6,0.512,22.893,8.178,1.461,19.584,53.377,0.331,2.05,0.23
2019,Bangladesh,94.215,0.578,21.452,13.241,1.461,19.315,60.199,0.369,14.06,0.26
2020,Bangladesh,92.842,0.564,,14.751,1.461,17.404,59.226,0.36,-1.46,0.27
1928,Barbados,0.004,0.022,,,,0.004,,,,0.0
1929,Barbados,0.004,0.021,,,,0.004,,,0.0,0.0
1930,Barbados,0.007,0.042,,,,0.007,,,100.0,0.0
1931,Barbados,0.004,0.021,,,,0.004,,,-50.0,0.0
1932,Barbados,0.004,0.021,,,,0.004,,,0.0,0.0
1933,Barbados,0.004,0.02,,,,0.004,,,0.0,0.0
1934,Barbados,0.004,0.02,,,,0.004,,,0.0,0.0
1935,Barbados,,,,,,,,,0.0,
1936,Barbados,,,,,,,,,0.0,
1937,Barbados,,,,,,,,,0.0,
1938,Barbados,,,,,,,,,0.0,
1939,Barbados,0.004,0.019,,,,0.004,,,0.0,0.0
1940,Barbados,,,,,,,,,0.0,
1941,Barbados,,,,,,,,,0.0,
1942,Barbados,,,,,,,,,0.0,
1943,Barbados,,,,,,,,,0.0,
1944,Barbados,,,,,,,,,0.0,
1945,Barbados,,,,,,,,,0.0,
1946,Barbados,,,,,,,,,0.0,
1947,Barbados,0.004,0.018,,,,,0.004,0.018,0.0,0.0
1948,Barbados,0.004,0.018,,,,,0.004,0.018,0.0,0.0
1949,Barbados,0.004,0.018,,,,,0.004,0.018,0.0,0.0
1950,Barbados,0.073,0.347,,0.004,,0.066,0.004,0.017,1900.0,0.0
1951,Barbados,0.11,0.509,,0.004,,0.099,0.007,0.034,50.0,0.0
1952,Barbados,0.088,0.4,,0.004,,0.077,0.007,0.033,-20.0,0.0
1953,Barbados,0.11,0.493,,0.004,,0.099,0.007,0.033,25.0,0.0
1954,Barbados,0.114,0.504,,0.004,,0.103,0.007,0.032,3.33,0.0
1955,Barbados,0.128,0.565,,0.004,,0.117,0.007,0.032,12.9,0.0
1956,Barbados,0.128,0.562,,0.004,,0.117,0.007,0.032,0.0,0.0
1957,Barbados,0.136,0.591,,0.004,,0.125,0.007,0.031,5.71,0.0
1958,Barbados,0.15,0.654,,0.004,,0.139,0.007,0.031,10.81,0.0
1959,Barbados,0.15,0.652,,0.004,,0.139,0.007,0.031,0.0,0.0
1960,Barbados,0.172,0.746,,0.004,,0.165,0.004,0.016,14.63,0.0
1961,Barbados,0.194,0.838,,0.004,,0.183,0.007,0.031,12.77,0.0
1962,Barbados,0.26,1.118,,0.004,,0.249,0.007,0.031,33.96,0.0
1963,Barbados,0.191,0.816,,,,0.183,0.007,0.031,-26.76,0.0
1964,Barbados,0.18,0.765,,,,0.172,0.007,0.031,-5.77,0.0
1965,Barbados,0.205,0.872,,,,0.198,0.007,0.031,14.29,0.0
1966,Barbados,0.267,1.133,,0.004,,0.256,0.007,0.031,30.36,0.0
1967,Barbados,0.337,1.424,,0.004,,0.326,0.007,0.031,26.03,0.0
1968,Barbados,0.44,1.853,,,,0.432,0.007,0.031,30.43,0.0
1969,Barbados,0.48,2.017,,,,0.473,0.007,0.031,9.17,0.0
1970,Barbados,0.429,1.794,,,,0.421,0.007,0.03,-10.69,0.0
1971,Barbados,0.484,2.014,,,,0.476,0.007,0.03,12.82,0.0
1972,Barbados,0.502,2.078,,,,0.498,0.004,0.015,3.79,0.0
1973,Barbados,0.48,1.975,,,,0.473,0.007,0.03,-4.38,0.0
1974,Barbados,0.491,2.007,,,,0.487,0.004,0.015,2.29,0.0
1975,Barbados,0.568,2.307,,,,0.564,0.004,0.015,15.67,0.0
1976,Barbados,0.531,2.146,,,,0.524,0.007,0.03,-6.45,0.0
1977,Barbados,0.59,2.37,,,,0.583,0.007,0.03,11.03,0.0
1978,Barbados,0.63,2.519,,,,0.612,0.018,0.073,6.83,0.0
1979,Barbados,0.601,2.391,,,,0.579,0.022,0.088,-4.65,0.0
1980,Barbados,0.674,2.671,,,,0.649,0.026,0.102,12.2,0.0
1981,Barbados,0.685,2.705,,,,0.671,0.015,0.058,1.63,0.0
1982,Barbados,0.645,2.538,,,,0.627,0.018,0.072,-5.88,0.0
1983,Barbados,0.685,2.689,,,,0.663,0.022,0.086,6.25,0.0
1984,Barbados,0.747,2.924,,,0.073,0.637,0.037,0.144,9.02,0.0
1985,Barbados,0.846,3.3,,,0.109,0.689,0.048,0.186,13.22,0.0
1986,Barbados,0.915,3.56,,,0.098,0.766,0.051,0.2,8.24,0.0
1987,Barbados,0.941,3.647,,,0.102,0.796,0.044,0.17,2.8,0.0
1988,Barbados,0.945,3.648,,,0.091,0.802,0.051,0.198,0.4,0.0
1989,Barbados,0.989,3.803,,,0.106,0.828,0.055,0.211,4.65,0.0
1990,Barbados,1.07,4.101,,,0.099,0.92,0.051,0.197,8.23,0.0
1991,Barbados,1.202,4.589,,,0.099,1.059,0.044,0.168,12.33,0.01
1992,Barbados,0.973,3.703,,,0.087,0.85,0.037,0.139,-19.01,0.0
1993,Barbados,1.101,4.171,,,0.031,1.033,0.037,0.139,13.06,0.0
1994,Barbados,0.739,2.788,,,0.039,0.663,0.037,0.138,-32.9,0.0
1995,Barbados,0.807,3.033,,,0.037,0.736,0.033,0.124,9.23,0.0
1996,Barbados,0.823,3.08,,,0.053,0.74,0.029,0.11,1.97,0.0
1997,Barbados,0.888,3.312,,,0.086,0.766,0.037,0.137,7.99,0.0
1998,Barbados,1.099,4.082,,,0.128,0.938,0.033,0.122,23.78,0.0
1999,Barbados,1.162,4.298,,,0.126,0.993,0.044,0.163,5.73,0.0
2000,Barbados,1.152,4.241,,,0.133,0.982,0.037,0.135,-0.93,0.0
2001,Barbados,1.186,4.353,,,0.124,1.033,0.029,0.108,3.01,0.0
2002,Barbados,1.2,4.387,,,0.148,1.022,0.029,0.107,1.12,0.0
2003,Barbados,1.245,4.539,,,0.153,1.059,0.029,0.106,3.81,0.0
2004,Barbados,1.27,4.612,,,0.152,1.085,0.029,0.106,1.95,0.0
2005,Barbados,1.319,4.774,,,0.154,1.132,0.029,0.106,3.91,0.0
2006,Barbados,1.343,4.839,,,0.152,1.15,0.037,0.132,1.79,0.0
2007,Barbados,1.363,4.89,,,0.15,1.176,0.037,0.132,1.49,0.0
2008,Barbados,1.612,5.759,,,0.143,1.433,0.033,0.118,18.31,0.01
2009,Barbados,1.597,5.682,,,0.113,1.448,0.033,0.117,-0.94,0.01
2010,Barbados,1.464,5.189,,,0.101,1.33,0.029,0.104,-8.34,0.0
2011,Barbados,1.517,5.359,,,0.098,1.382,0.033,0.116,3.59,0.0
2012,Barbados,1.459,5.143,,,0.078,1.341,0.037,0.129,-3.79,0.0
2013,Barbados,1.437,5.056,,,0.071,1.319,0.044,0.155,-1.5,0.0
2014,Barbados,1.261,4.428,,,0.071,1.165,0.026,0.09,-12.25,0.0
2015,Barbados,1.261,4.421,,,0.071,1.158,0.033,0.116,0.01,0.0
2016,Barbados,1.283,4.49,,,0.071,1.18,0.033,0.115,1.74,0.0
2017,Barbados,1.17,4.087,,,0.071,1.066,0.033,0.115,-8.85,0.0
2018,Barbados,1.236,4.31,,,0.071,1.117,0.048,0.167,5.62,0.0
2019,Barbados,1.215,4.234,,,0.071,1.087,0.058,0.2,-1.64,0.0
2020,Barbados,1.087,3.782,,,0.071,0.962,0.054,0.188,-10.58,0.0
1830,Belarus,0.001,0.0,,0.001,,,,,,0.0
1831,Belarus,0.001,0.0,,0.001,,,,,20.08,0.0
1832,Belarus,0.0,0.0,,0.0,,,,,-33.28,0.0
1833,Belarus,0.001,0.0,,0.001,,,,,24.82,0.0
1834,Belarus,,,,,,,,,0.0,
1835,Belarus,,,,,,,,,0.0,
1836,Belarus,,,,,,,,,0.0,
1837,Belarus,,,,,,,,,0.0,
1838,Belarus,,,,,,,,,0.0,
1839,Belarus,,,,,,,,,0.0,
1840,Belarus,,,,,,,,,0.0,
1841,Belarus,,,,,,,,,0.0,
1842,Belarus,,,,,,,,,0.0,
1843,Belarus,,,,,,,,,0.0,
1844,Belarus,,,,,,,,,0.0,
1845,Belarus,,,,,,,,,0.0,
1846,Belarus,,,,,,,,,0.0,
1847,Belarus,,,,,,,,,0.0,
1848,Belarus,,,,,,,,,0.0,
1849,Belarus,,,,,,,,,0.0,
1850,Belarus,0.003,0.001,,0.003,,,,,520.28,0.0
1851,Belarus,,,,,,,,,0.0,
1852,Belarus,,,,,,,,,0.0,
1853,Belarus,,,,,,,,,0.0,
1854,Belarus,,,,,,,,,0.0,
1855,Belarus,0.01,0.003,,0.01,,,,,203.21,0.0
1856,Belarus,,,,,,,,,0.0,
1857,Belarus,,,,,,,,,0.0,
1858,Belarus,0.013,0.004,,0.013,,,,,40.43,0.0
1859,Belarus,0.014,0.004,,0.014,,,,,6.06,0.0
1860,Belarus,0.019,0.006,,0.016,,0.003,,,32.14,0.01
1861,Belarus,0.024,0.007,,0.021,,0.003,,,27.03,0.01
1862,Belarus,0.022,0.006,,0.019,,0.003,,,-9.79,0.01
1863,Belarus,0.023,0.006,,0.019,,0.004,,,4.72,0.01
1864,Belarus,0.025,0.007,,0.02,,0.005,,,12.16,0.01
1865,Belarus,0.024,0.007,,0.018,,0.006,,,-4.42,0.01
1866,Belarus,0.076,0.021,,0.069,,0.008,,,215.97,0.02
1867,Belarus,0.088,0.024,,0.077,,0.011,,,14.76,0.02
1868,Belarus,0.073,0.02,,0.055,,0.018,,,-16.8,0.01
1869,Belarus,0.099,0.027,,0.081,,0.018,,,35.65,0.02
1870,Belarus,0.107,0.029,,0.089,,0.019,,,8.52,0.02
1871,Belarus,0.145,0.039,,0.129,,0.016,,,35.0,0.03
1872,Belarus,0.149,0.039,,0.131,,0.018,,,2.66,0.02
1873,Belarus,0.14,0.036,,0.105,,0.035,,,-6.14,0.02
1874,Belarus,0.17,0.044,,0.118,,0.051,,,21.38,0.03
1875,Belarus,0.195,0.05,,0.121,,0.074,,,15.1,0.03
1876,Belarus,0.242,0.062,,0.133,,0.11,,,24.15,0.04
1877,Belarus,0.247,0.062,,0.113,,0.135,,,2.05,0.04
1878,Belarus,0.323,0.081,,0.155,,0.169,,,30.69,0.05
1879,Belarus,0.332,0.082,,0.141,,0.191,,,2.61,0.04
1880,Belarus,0.389,0.095,,0.169,,0.22,,,17.31,0.05
1881,Belarus,0.41,0.1,,0.147,,0.263,,,5.33,0.05
1882,Belarus,0.432,0.104,,0.151,,0.281,,,5.33,0.05
1883,Belarus,0.491,0.117,,0.176,,0.315,,,13.82,0.05
1884,Belarus,0.499,0.118,,0.131,,0.368,,,1.53,0.05
1885,Belarus,0.543,0.127,,0.123,,0.421,,,8.92,0.05
1886,Belarus,0.557,0.129,,0.124,,0.433,,,2.56,0.05
1887,Belarus,0.59,0.135,,0.107,,0.482,,,5.82,0.05
1888,Belarus,0.615,0.14,,0.107,,0.508,,,4.31,0.05
1889,Belarus,0.664,0.15,,0.127,,0.538,,,8.0,0.06
1890,Belarus,0.752,0.168,,0.131,,0.621,,,13.25,0.06
1891,Belarus,0.828,0.183,,0.126,,0.703,,,10.1,0.06
1892,Belarus,0.877,0.192,,0.137,,0.74,,,5.85,0.06
1893,Belarus,1.028,0.223,,0.158,,0.87,,,17.21,0.08
1894,Belarus,1.047,0.225,,0.185,,0.862,,,1.85,0.07
1895,Belarus,1.203,0.257,,0.169,,1.034,,,14.9,0.08
1896,Belarus,1.225,0.259,,0.178,,1.047,,,1.8,0.08
1897,Belarus,1.416,0.296,,0.21,,1.206,,,15.62,0.09
1898,Belarus,1.588,0.33,,0.233,,1.355,,,12.15,0.09
1899,Belarus,1.842,0.379,,0.302,,1.54,,,16.01,0.1
1900,Belarus,2.087,0.425,,0.329,,1.758,,,13.28,0.11
1901,Belarus,2.142,0.432,,0.298,,1.844,,,2.66,0.11
1902,Belarus,2.069,0.414,,0.297,,1.772,,,-3.42,0.1
1903,Belarus,2.024,0.401,,0.324,,1.7,,,-2.18,0.09
1904,Belarus,2.252,0.442,,0.392,,1.86,,,11.26,0.1
1905,Belarus,2.01,0.391,,0.44,,1.571,,,-10.74,0.08
1906,Belarus,2.293,0.442,,0.503,,1.79,,,14.06,0.09
1907,Belarus,2.568,0.49,,0.6,,1.968,,,12.01,0.09
1908,Belarus,2.584,0.489,,0.607,,1.977,,,0.61,0.09
1909,Belarus,2.728,0.511,,0.631,,2.096,,,5.56,0.09
1910,Belarus,2.675,0.497,,0.584,,2.091,,,-1.93,0.09
1911,Belarus,2.773,0.51,,0.668,,2.106,,,3.68,0.09
1912,Belarus,3.142,0.573,,0.842,,2.3,,,13.28,0.1
1913,Belarus,3.413,0.617,,1.015,,2.398,,,8.63,0.1
1914,Belarus,3.08,0.552,,0.803,,2.277,,,-9.75,0.1
1915,Belarus,2.827,0.502,,0.616,,2.211,,,-8.21,0.09
1916,Belarus,3.013,0.53,,0.654,,2.359,,,6.58,0.09
1917,Belarus,2.773,0.483,,0.626,,2.147,,,-7.97,0.08
1918,Belarus,1.106,0.191,,0.234,,0.872,,,-60.12,0.03
1919,Belarus,0.945,0.162,,0.13,,0.814,,,-14.59,0.03
1920,Belarus,0.861,0.146,,0.125,,0.736,,,-8.81,0.02
1921,Belarus,0.934,0.157,,0.157,,0.777,0.001,0.0,8.45,0.03
1922,Belarus,1.139,0.19,,0.19,,0.949,0.001,0.0,21.96,0.04
1923,Belarus,1.259,0.208,,0.206,,1.052,0.0,0.0,10.46,0.03
1924,Belarus,1.499,0.245,,0.29,,1.205,0.004,0.001,19.14,0.04
1925,Belarus,1.48,0.24,,0.26,,1.213,0.007,0.001,-1.3,0.04
1926,Belarus,2.144,0.344,,0.473,,1.662,0.009,0.002,44.89,0.06
1927,Belarus,2.666,0.424,,0.61,,2.046,0.01,0.002,24.33,0.07
1928,Belarus,2.954,0.465,,0.757,0.021,2.165,0.012,0.002,10.81,0.07
1929,Belarus,3.183,0.497,,0.712,0.026,2.431,0.013,0.002,7.75,0.07
1930,Belarus,4.335,0.67,,0.676,0.034,3.612,0.013,0.002,36.21,0.11
1931,Belarus,5.209,0.798,,0.805,0.036,4.346,0.022,0.003,20.14,0.15
1932,Belarus,5.864,0.89,,1.129,0.038,4.667,0.03,0.005,12.57,0.19
1933,Belarus,6.552,0.986,,1.419,0.03,5.066,0.038,0.006,11.75,0.2
1934,Belarus,7.923,1.182,,1.835,0.039,5.997,0.052,0.008,20.92,0.22
1935,Belarus,8.964,1.325,,2.229,0.049,6.622,0.064,0.009,13.14,0.24
1936,Belarus,10.274,1.504,,2.68,0.065,7.447,0.082,0.012,14.61,0.25
1937,Belarus,10.509,1.525,,2.684,0.06,7.678,0.086,0.012,2.29,0.24
1938,Belarus,11.092,1.595,,2.822,0.063,8.12,0.087,0.012,5.55,0.26
